driverId,eventTime,eventType
10,36:51.5,Normal
23,36:51.7,Normal
27,36:52.1,Normal
18,36:52.2,Normal
31,36:52.4,Normal
22,36:52.9,Normal
17,36:52.9,Normal
24,36:53.1,Normal
11,36:53.2,Normal
25,36:53.2,Normal
31,36:53.4,Normal
28,36:53.4,Normal
26,36:53.9,Normal
22,36:53.8,Normal
20,36:54.0,Normal
25,36:54.0,Normal
17,36:54.6,Normal
30,36:54.4,Normal
25,36:54.8,Normal
22,36:54.8,Normal
29,36:55.0,Normal
16,36:55.2,Normal
31,36:55.0,Normal
23,36:55.2,Normal
10,36:55.6,Normal
12,36:55.7,Normal
21,36:55.9,Normal
16,36:56.0,Normal
32,36:56.1,Normal
17,36:56.2,Normal
22,36:56.5,Normal
20,36:56.6,Normal
21,36:56.9,Normal
11,36:56.8,Normal
27,36:57.1,Normal
32,36:56.9,Normal
12,36:57.6,Normal
18,36:57.3,Normal
19,36:58.0,Normal
31,36:57.6,Normal
22,36:58.1,Normal
21,36:57.9,Normal
12,36:58.5,Normal
31,36:58.5,Normal
23,36:58.5,Normal
16,36:58.8,Normal
18,36:59.1,Normal
29,36:59.2,Normal
20,36:59.2,Normal
24,36:59.4,Normal
28,36:59.6,Normal
19,36:59.7,Normal
30,36:59.7,Normal
20,37:00.1,Normal
14,37:00.1,Normal
31,37:00.3,Normal
11,37:00.4,Normal
21,37:00.7,Normal
25,37:00.9,Normal
14,37:01.1,Normal
20,37:01.0,Normal
24,37:01.1,Normal
13,37:01.5,Normal
26,37:01.6,Normal
21,37:01.6,Normal
24,37:02.1,Normal
31,37:01.8,Normal
17,37:02.3,Normal
10,37:02.6,Normal
11,37:02.3,Normal
14,37:03.1,Normal
27,37:02.5,Normal
16,37:03.1,Normal
18,37:02.8,Normal
19,37:03.1,Normal
15,37:03.5,Normal
12,37:03.4,Normal
21,37:03.5,Normal
14,37:03.9,Normal
13,37:04.0,Normal
32,37:04.2,Normal
10,37:04.2,Normal
28,37:04.5,Normal
24,37:04.6,Normal
13,37:04.8,Normal
19,37:04.8,Normal
10,37:05.1,Normal
27,37:05.1,Normal
21,37:05.2,Normal
31,37:05.5,Normal
16,37:05.9,Normal
24,37:05.5,Normal
24,37:06.3,Normal
19,37:06.5,Normal
27,37:06.7,Normal
32,37:05.7,Normal
11,37:05.9,Normal
13,37:06.5,Normal
17,37:06.5,Normal
19,37:07.3,Normal
16,37:07.4,Normal
23,37:07.7,Normal
28,37:07.0,Normal
30,37:07.3,Normal
12,37:07.6,Normal
28,37:07.9,Normal
25,37:08.0,Normal
32,37:08.2,Normal
17,37:08.3,Normal
16,37:08.2,Normal
30,37:08.8,Normal
13,37:08.9,Normal
10,37:09.5,Normal
28,37:08.8,Normal
20,37:09.8,Normal
13,37:09.9,Normal
24,37:09.1,Normal
11,37:09.4,Normal
18,37:09.8,Normal
17,37:10.3,Normal
25,37:09.8,Normal
23,37:10.2,Normal
28,37:10.7,Normal
27,37:11.0,Normal
22,37:11.2,Normal
29,37:11.4,Normal
19,37:10.5,Normal
29,37:10.6,Normal
14,37:11.1,Normal
25,37:11.6,Normal
14,37:11.8,Normal
27,37:11.9,Normal
32,37:11.8,Normal
11,37:12.0,Normal
20,37:12.3,Normal
32,37:12.5,Normal
12,37:12.5,Normal
11,37:13.0,Normal
17,37:12.9,Normal
12,37:13.3,Normal
13,37:13.4,Normal
10,37:12.9,Normal
22,37:14.0,Normal
28,37:14.1,Normal
27,37:14.6,Normal
30,37:14.8,Normal
29,37:14.9,Normal
13,37:15.2,Normal
32,37:13.3,Normal
27,37:13.6,Normal
21,37:14.0,Normal
25,37:14.1,Normal
24,37:14.6,Normal
22,37:14.9,Normal
23,37:15.2,Normal
31,37:15.6,Normal
15,37:15.3,Normal
20,37:16.1,Normal
14,37:16.3,Normal
10,37:15.8,Normal
19,37:16.7,Normal
24,37:16.3,Normal
32,37:16.9,Normal
11,37:16.5,Normal
26,37:17.3,Normal
31,37:17.5,Normal
13,37:16.8,Normal
18,37:18.0,Normal
17,37:17.2,Normal
29,37:17.4,Normal
17,37:18.1,Normal
31,37:18.3,Normal
16,37:17.8,Normal
14,37:17.9,Normal
29,37:18.3,Normal
18,37:18.7,Normal
19,37:19.2,Normal
23,37:18.6,Normal
26,37:18.9,Normal
15,37:19.1,Normal
22,37:19.2,Normal
13,37:19.5,Normal
18,37:19.6,Normal
24,37:19.9,Normal
26,37:19.7,Normal
29,37:20.0,Normal
13,37:20.4,Normal
14,37:20.7,Normal
19,37:20.9,Normal
16,37:20.5,Normal
29,37:20.8,Normal
11,37:21.1,Normal
18,37:21.3,Normal
13,37:21.3,Normal
24,37:21.5,Normal
16,37:21.4,Normal
23,37:22.0,Normal
22,37:22.0,Normal
15,37:21.8,Normal
25,37:22.6,Normal
15,37:22.6,Normal
26,37:22.1,Normal
28,37:22.4,Normal
11,37:22.6,Normal
13,37:23.0,Normal
27,37:23.2,Normal
12,37:23.2,Normal
22,37:23.6,Normal
26,37:23.8,Normal
14,37:24.1,Normal
25,37:23.5,Normal
19,37:23.6,Normal
23,37:23.8,Normal
15,37:24.3,Normal
20,37:24.5,Normal
32,37:24.6,Normal
16,37:24.8,Normal
14,37:25.0,Normal
28,37:25.1,Normal
16,37:25.6,Normal
18,37:25.7,Normal
11,37:25.4,Normal
26,37:25.6,Normal
19,37:26.1,Normal
11,37:26.3,Normal
29,37:26.6,Normal
15,37:26.0,Normal
17,37:26.2,Normal
20,37:26.4,Normal
14,37:26.8,Normal
32,37:27.1,Normal
23,37:27.1,Normal
22,37:27.1,Normal
18,37:27.5,Normal
11,37:27.3,Normal
22,37:28.0,Normal
29,37:28.3,Normal
10,37:27.8,Normal
32,37:28.1,Normal
28,37:28.6,Normal
19,37:28.7,Normal
24,37:29.2,Normal
13,37:28.3,Normal
25,37:28.7,Normal
20,37:29.0,Normal
19,37:29.5,Normal
18,37:29.3,Normal
22,37:29.8,Normal
14,37:30.1,Normal
15,37:29.6,Normal
15,37:30.5,Normal
16,37:29.8,Normal
13,37:30.1,Normal
22,37:30.6,Normal
20,37:30.6,Normal
14,37:30.9,Normal
26,37:30.8,Normal
18,37:31.1,Normal
25,37:31.5,Normal
27,37:31.2,Normal
21,37:31.3,Normal
13,37:31.7,Normal
14,37:31.8,Normal
18,37:32.1,Normal
25,37:32.3,Normal
26,37:32.4,Normal
23,37:32.5,Normal
22,37:32.4,Normal
14,37:32.8,Normal
24,37:32.7,Normal
12,37:33.1,Normal
15,37:33.2,Normal
24,37:33.5,Normal
26,37:33.9,Normal
29,37:33.5,Normal
18,37:33.7,Normal
25,37:34.1,Normal
15,37:34.1,Normal
23,37:34.3,Normal
11,37:34.4,Normal
14,37:34.6,Normal
19,37:34.6,Normal
15,37:35.0,Normal
24,37:35.0,Normal
31,37:35.3,Normal
25,37:35.7,Normal
15,37:35.9,Normal
31,37:36.2,Normal
14,37:35.3,Normal
21,37:35.6,Normal
28,37:35.9,Normal
15,37:36.6,Normal
14,37:36.3,Normal
23,37:37.0,Normal
19,37:36.3,Normal
12,37:37.4,Normal
17,37:36.6,Normal
17,37:37.5,Normal
20,37:37.0,Normal
21,37:37.4,Normal
32,37:37.9,Normal
23,37:38.0,Normal
28,37:37.8,Normal
16,37:38.1,Normal
15,37:38.4,Normal
13,37:38.6,Normal
27,37:39.1,Normal
10,37:39.3,Normal
13,37:39.4,Normal
25,37:38.5,Normal
23,37:39.8,Normal
12,37:40.1,Normal
31,37:40.4,Normal
11,37:38.8,Normal
23,37:38.9,Normal
19,37:40.9,Normal
27,37:40.9,Normal
19,37:39.3,Normal
29,37:39.6,Normal
31,37:41.3,Normal
27,37:40.1,Normal
32,37:40.4,Normal
30,37:40.4,Normal
21,37:41.6,Normal
15,37:41.0,Normal
10,37:41.1,Normal
13,37:42.0,Normal
11,37:41.6,Normal
27,37:41.9,Normal
14,37:42.2,Normal
30,37:42.3,Normal
15,37:42.6,Normal
19,37:42.7,Normal
31,37:43.2,Normal
16,37:42.6,Normal
15,37:43.4,Normal
13,37:42.9,Normal
18,37:43.4,Normal
25,37:43.8,Normal
22,37:43.9,Normal
10,37:43.6,Normal
28,37:44.0,Normal
18,37:44.3,Normal
17,37:44.4,Normal
21,37:44.2,Normal
31,37:45.0,Normal
21,37:45.2,Normal
27,37:44.5,Normal
25,37:44.6,Normal
13,37:45.6,Normal
29,37:45.6,Normal
18,37:45.1,Normal
25,37:45.4,Normal
20,37:45.5,Normal
21,37:46.0,Normal
23,37:46.2,Normal
13,37:46.6,Normal
26,37:46.9,Normal
25,37:47.2,Normal
16,37:46.2,Normal
29,37:46.5,Normal
13,37:47.5,Normal
22,37:46.7,Normal
30,37:47.8,Normal
17,37:48.0,Normal
19,37:46.9,Normal
15,37:48.5,Normal
16,37:48.7,Normal
12,37:47.1,Normal
11,37:47.7,Normal
23,37:47.8,Normal
29,37:48.2,Normal
14,37:48.4,Normal
13,37:49.1,Normal
18,37:49.4,Normal
21,37:49.5,Normal
20,37:48.9,Normal
14,37:49.3,Normal
16,37:49.5,Normal
17,37:49.8,Normal
12,37:49.7,Normal
31,37:50.1,Normal
21,37:50.3,Normal
29,37:50.7,Normal
23,37:51.1,Normal
19,37:51.3,Normal
23,37:50.3,Normal
27,37:50.5,Normal
28,37:51.8,Normal
11,37:51.9,Normal
14,37:51.0,Normal
21,37:51.2,Normal
24,37:52.1,Normal
31,37:51.6,Normal
29,37:52.5,Normal
16,37:52.9,Normal
15,37:51.9,Normal
30,37:53.0,Normal
29,37:53.4,Normal
19,37:52.2,Normal
30,37:52.2,Normal
15,37:52.7,Normal
19,37:53.0,Normal
31,37:53.3,Normal
32,38:21.2,Normal
11,38:21.2,Normal
17,38:21.5,Normal
28,38:21.9,Normal
29,38:21.5,Normal
10,38:22.1,Normal
16,38:21.7,Normal
11,38:22.0,Normal
20,38:22.5,Normal
16,38:22.5,Normal
10,38:23.0,Normal
13,38:23.2,Normal
17,38:22.3,Normal
28,38:22.8,Normal
28,38:23.7,Normal
32,38:22.9,Normal
17,38:23.1,Normal
20,38:23.4,Normal
25,38:23.9,Normal
23,38:23.9,Normal
24,38:24.3,Normal
18,38:24.1,Normal
11,38:24.6,Normal
23,38:24.7,Normal
12,38:24.7,Normal
15,38:32.3,Normal
26,38:32.6,Normal
29,38:32.7,Normal
31,38:32.9,Normal
16,38:33.1,Normal
15,38:33.3,Normal
28,38:33.2,Normal
23,38:33.7,Normal
20,38:33.6,Normal
30,38:33.8,Normal
18,38:33.7,Normal
28,38:34.0,Normal
26,38:34.4,Normal
22,38:34.0,Normal
13,38:34.8,Normal
25,38:34.8,Normal
10,38:34.5,Normal
31,38:35.5,Normal
32,38:35.6,Normal
28,38:34.9,Normal
20,38:35.2,Normal
27,38:36.0,Normal
30,38:35.6,Normal
12,38:35.7,Normal
26,38:36.2,Normal
13,38:39.6,Normal
18,38:39.7,Normal
12,38:40.0,Normal
17,38:39.8,Normal
20,38:40.3,Normal
11,38:40.3,Normal
28,38:40.4,Normal
22,38:41.0,Normal
31,38:41.3,Normal
26,38:40.6,Normal
29,38:41.5,Normal
32,38:41.8,Normal
30,38:40.9,Normal
19,38:41.2,Normal
26,38:42.2,Normal
26,38:41.4,Normal
18,38:42.3,Normal
30,38:42.8,Normal
16,38:41.8,Normal
13,38:43.2,Normal
28,38:42.2,Normal
13,38:42.2,Normal
21,38:42.6,Normal
28,38:43.0,Normal
29,38:43.4,Normal
23,37:53.7,Normal
16,37:53.8,Normal
18,37:53.9,Normal
31,37:54.3,Normal
28,37:54.3,Normal
18,37:54.7,Normal
11,37:54.8,Normal
13,37:54.5,Normal
23,37:54.7,Normal
28,37:55.3,Normal
32,37:55.0,Normal
23,37:55.6,Normal
17,37:55.7,Normal
28,37:56.2,Normal
25,37:56.4,Normal
30,37:56.6,Normal
26,37:57.1,Normal
24,37:57.4,Normal
22,37:55.3,Normal
18,37:55.6,Normal
21,37:55.8,Normal
15,37:56.2,Normal
20,37:56.5,Normal
12,37:56.7,Normal
28,37:57.1,Normal
17,37:57.4,Normal
26,37:57.9,Normal
13,37:58.0,Normal
11,37:57.7,Normal
31,37:57.9,Normal
24,37:58.4,Normal
11,37:58.6,Normal
32,37:58.4,Normal
13,37:58.8,Normal
28,37:58.9,Normal
21,37:59.1,Normal
12,37:59.1,Normal
32,37:59.3,Normal
28,37:59.7,Normal
20,37:59.3,Normal
19,38:00.1,Normal
29,38:00.3,Normal
31,38:00.7,Normal
30,38:01.0,Normal
10,37:59.7,Normal
25,37:59.9,Normal
15,38:00.3,Normal
14,38:00.4,Normal
21,38:00.9,Normal
32,38:00.9,Normal
27,38:01.5,Normal
10,38:01.4,Normal
28,38:01.5,Normal
16,38:01.7,Normal
22,38:01.9,Normal
10,38:02.3,Normal
15,38:02.3,Normal
27,38:02.4,Normal
13,38:02.4,Normal
21,38:02.5,Normal
22,38:02.9,Normal
11,38:03.1,Normal
26,38:03.2,Normal
30,38:03.4,Normal
32,38:03.6,Normal
27,38:04.0,Normal
31,38:03.3,Normal
18,38:03.5,Normal
19,38:03.8,Normal
23,38:04.2,Normal
13,38:04.3,Normal
15,38:05.0,Normal
30,38:04.3,Normal
16,38:04.5,Normal
20,38:05.0,Normal
17,38:05.1,Normal
18,38:05.1,Normal
12,38:05.2,Normal
24,38:05.4,Normal
14,38:05.8,Normal
23,38:05.9,Normal
12,38:06.0,Normal
30,38:06.0,Normal
14,38:06.7,Normal
26,38:06.6,Normal
30,38:06.9,Normal
16,38:07.2,Normal
27,38:07.6,Normal
20,38:06.8,Normal
28,38:07.9,Normal
11,38:08.2,Normal
28,38:07.0,Normal
29,38:07.4,Normal
13,38:08.7,Normal
29,38:09.1,Normal
17,38:07.9,Normal
23,38:08.3,Normal
28,38:08.6,Normal
18,38:08.8,Normal
10,38:09.3,Normal
22,38:09.6,Normal
16,38:09.7,Normal
18,38:09.7,Normal
10,38:10.1,Normal
27,38:10.2,Normal
24,38:10.5,Normal
32,38:10.6,Normal
23,38:10.9,Normal
17,38:11.5,Normal
26,38:11.8,Normal
29,38:11.8,Normal
25,38:10.7,Normal
16,38:10.7,Normal
22,38:12.3,Normal
27,38:11.1,Normal
25,38:11.5,Normal
10,38:11.8,Normal
32,38:12.6,Normal
24,38:12.2,Normal
25,38:12.4,Normal
23,38:12.7,Normal
20,38:12.8,Normal
30,38:13.0,Normal
13,38:13.1,Normal
11,38:13.3,Normal
15,38:13.5,Normal
23,38:13.6,Normal
17,38:13.9,Normal
21,38:13.6,Normal
12,38:14.0,Normal
25,38:14.2,Normal
31,38:14.1,Normal
15,38:14.5,Normal
23,38:14.5,Normal
31,38:15.0,Normal
28,38:14.8,Normal
11,38:15.1,Normal
19,38:15.2,Normal
23,38:15.4,Normal
12,38:15.7,Normal
27,38:15.8,Normal
23,38:16.1,Normal
28,38:15.6,Normal
12,38:16.6,Normal
25,38:16.6,Normal
19,38:16.1,Normal
15,38:16.3,Normal
22,38:16.5,Normal
19,38:16.9,Normal
15,38:17.3,Normal
28,38:17.3,Normal
17,38:17.5,Normal
26,38:17.7,Normal
29,38:18.2,Normal
18,38:17.7,Normal
14,38:17.9,Normal
15,38:18.2,Normal
32,38:18.5,Normal
24,38:18.3,Normal
27,38:18.6,Normal
17,38:19.1,Normal
24,38:19.2,Normal
15,38:18.9,Normal
27,38:19.5,Normal
21,38:19.9,Normal
13,38:19.2,Normal
32,38:19.4,Normal
14,38:19.8,Normal
13,38:20.0,Normal
23,38:20.3,Normal
24,38:20.0,Normal
26,38:20.4,Normal
18,38:20.4,Normal
13,38:20.8,Normal
21,38:20.9,Normal
13,38:24.8,Normal
17,38:24.8,Normal
14,38:25.5,Normal
30,38:25.2,Normal
23,38:25.6,Normal
17,38:25.8,Normal
11,38:25.5,Normal
27,38:26.3,Normal
25,38:25.6,Normal
12,38:26.5,Normal
24,38:26.0,Normal
10,38:26.4,Normal
30,38:27.0,Normal
17,38:26.6,Normal
24,38:27.0,Normal
15,38:27.1,Normal
32,38:27.4,Normal
24,38:27.9,Normal
19,38:27.3,Normal
16,38:27.8,Normal
12,38:28.1,Normal
32,38:28.3,Normal
14,38:28.2,Normal
19,38:28.2,Normal
13,38:28.6,Normal
24,38:28.8,Normal
28,38:28.9,Normal
29,38:29.1,Normal
23,38:29.1,Normal
20,38:29.3,Normal
17,38:29.4,Normal
22,38:29.7,Normal
19,38:30.0,Normal
11,38:30.5,Normal
15,38:30.6,Normal
11,38:29.6,Normal
29,38:29.9,Normal
30,38:31.2,Normal
13,38:31.3,Normal
21,38:31.6,Normal
18,38:32.0,Normal
32,38:30.1,Normal
24,38:30.6,Normal
22,38:30.7,Normal
16,38:31.2,Normal
27,38:31.5,Normal
32,38:31.8,Normal
17,38:31.9,Normal
11,38:32.3,Normal
18,38:36.2,Normal
31,38:36.4,Normal
21,38:36.7,Normal
16,38:36.5,Normal
27,38:36.8,Normal
31,38:37.2,Normal
29,38:37.0,Normal
32,38:37.3,Normal
24,38:37.5,Normal
27,38:37.8,Normal
31,38:38.0,Normal
21,38:38.3,Normal
18,38:38.7,Normal
14,38:37.8,Normal
29,38:37.9,Normal
25,38:39.1,Normal
30,38:39.2,Normal
15,38:39.5,Normal
13,38:38.0,Normal
20,38:38.6,Normal
28,38:38.7,Normal
24,38:39.1,Normal
11,38:39.5,Normal
15,38:43.5,Normal
26,38:43.8,Normal
20,38:43.9,Normal
29,38:44.2,Normal
31,38:44.1,Normal
15,38:44.3,Normal
18,38:44.6,Normal
14,38:44.7,Normal
30,38:44.5,Normal
21,38:45.0,Normal
23,38:45.1,Normal
15,38:45.0,Normal
18,38:45.5,Normal
28,38:45.6,Normal
22,38:45.5,Normal
11,38:45.7,Normal
18,38:46.3,Normal
30,38:46.3,Normal
31,38:46.8,Normal
15,38:46.0,Normal
26,38:46.5,Normal
28,38:46.6,Normal
23,38:46.9,Normal
17,38:47.0,Normal
30,38:47.1,Normal
10,38:47.4,Normal
28,38:47.4,Normal
30,38:47.9,Normal
16,38:48.1,Normal
21,38:47.7,Normal
11,38:48.3,Normal
19,38:48.8,Normal
32,38:47.9,Normal
14,38:48.1,Normal
12,38:48.6,Normal
28,38:49.1,Normal
29,38:49.3,Normal
30,38:48.7,Normal
32,38:49.6,Normal
14,38:49.9,Normal
22,38:49.2,Normal
15,38:49.4,Normal
21,38:50.4,Normal
32,38:50.4,Normal
19,38:49.6,Normal
29,38:50.1,Normal
23,38:50.4,Normal
19,31:13.2,Normal
10,31:14.7,Normal
20,35:14.2,Normal
32,35:14.2,Normal
26,35:14.3,Normal
14,35:15.1,Normal
24,35:15.1,Normal
28,35:15.3,Normal
11,35:15.9,Normal
22,35:16.1,Normal
23,35:16.8,Normal
14,35:16.8,Normal
16,31:15.1,Normal
10,35:14.2,Normal
17,35:14.2,Normal
30,35:14.4,Normal
31,35:15.1,Normal
16,35:15.2,Normal
10,35:15.8,Normal
31,35:16.0,Normal
13,35:16.0,Normal
18,35:16.6,Normal
31,35:16.8,Normal
28,35:17.1,Normal
19,35:17.6,Normal
25,35:17.0,Normal
14,35:17.8,Normal
10,35:17.6,Normal
32,35:17.6,Normal
29,35:17.9,Normal
19,35:18.5,Normal
14,35:18.7,Normal
13,35:18.8,Normal
23,35:19.3,Normal
16,35:19.5,Normal
20,35:20.0,Normal
16,35:20.3,Normal
31,35:20.5,Normal
22,35:17.8,Normal
18,35:18.2,Normal
16,35:18.6,Normal
17,35:18.8,Normal
32,35:19.3,Normal
12,35:19.5,Normal
13,35:19.7,Normal
32,35:20.3,Normal
25,35:20.3,Normal
21,35:20.5,Normal
23,35:21.0,Normal
32,35:21.0,Normal
10,35:21.2,Normal
17,35:21.4,Normal
31,35:21.5,Normal
16,35:22.0,Normal
30,35:21.5,Normal
27,35:21.6,Normal
25,35:22.0,Normal
21,35:22.3,Normal
13,35:22.6,Normal
31,35:22.5,Normal
18,35:22.6,Normal
29,35:23.0,Normal
16,35:22.9,Normal
21,35:23.1,Normal
19,35:23.7,Normal
22,35:23.2,Normal
16,35:23.8,Normal
31,35:23.4,Normal
13,35:24.2,Normal
21,35:23.9,Normal
26,35:24.2,Normal
18,35:24.5,Normal
25,35:24.7,Normal
19,35:24.5,Normal
21,35:24.7,Normal
31,35:25.0,Normal
23,35:25.4,Normal
24,35:25.9,Normal
31,35:26.0,Normal
27,35:26.4,Normal
29,35:26.6,Normal
26,35:26.8,Normal
10,35:27.3,Normal
25,35:27.5,Normal
28,35:28.0,Normal
10,35:28.2,Normal
15,35:25.0,Normal
32,35:25.3,Normal
21,35:25.7,Normal
26,35:26.1,Normal
10,35:26.3,Normal
16,35:26.7,Normal
13,35:26.7,Normal
11,35:27.2,Normal
21,35:27.4,Normal
19,35:27.9,Normal
21,35:28.2,Normal
17,35:28.5,Normal
13,35:28.5,Normal
20,35:28.6,Normal
23,35:28.9,Normal
16,35:29.0,Normal
11,35:28.9,Normal
31,35:29.4,Normal
18,35:29.6,Normal
21,35:30.0,Normal
31,35:30.2,Normal
14,35:30.6,Normal
12,35:31.0,Normal
20,35:31.1,Normal
19,35:31.7,Normal
27,35:31.9,Normal
24,35:29.4,Normal
25,35:29.4,Normal
30,35:29.9,Normal
20,35:30.2,Normal
32,35:30.7,Normal
27,35:30.9,Normal
26,35:31.1,Normal
18,35:31.4,Normal
17,35:31.9,Normal
20,35:32.0,Normal
18,35:32.1,Normal
32,35:32.4,Normal
14,35:32.3,Normal
26,35:32.7,Normal
19,35:32.6,Normal
27,35:32.9,Normal
28,35:33.3,Normal
26,35:33.6,Normal
12,35:33.7,Normal
23,35:34.3,Normal
22,35:34.5,Normal
31,35:34.7,Normal
32,35:35.3,Normal
17,35:35.4,Normal
15,35:33.0,Normal
23,35:33.4,Normal
20,35:33.6,Normal
28,35:34.2,Normal
29,35:34.3,Normal
21,35:34.6,Normal
10,35:34.7,Normal
23,35:35.3,Normal
26,35:35.5,Normal
28,35:35.8,Normal
19,35:36.0,Normal
11,35:35.9,Normal
26,35:36.2,Normal
31,35:36.5,Normal
30,35:36.4,Normal
18,35:36.7,Normal
28,35:36.7,Normal
20,35:37.1,Normal
15,35:37.2,Normal
14,35:37.5,Normal
15,35:38.1,Normal
25,35:38.1,Normal
21,35:37.0,Normal
23,35:37.2,Normal
17,35:38.8,Normal
22,35:38.9,Normal
12,35:39.1,Normal
31,35:37.4,Normal
27,35:38.1,Normal
30,35:38.2,Normal
19,35:38.6,Normal
13,35:38.9,Normal
26,35:39.0,Normal
29,35:39.5,Normal
15,35:39.6,Normal
26,35:39.7,Normal
20,35:39.8,Normal
31,35:39.8,Normal
25,35:39.9,Normal
23,35:40.5,Normal
31,35:40.7,Normal
32,35:40.5,Normal
30,35:40.6,Normal
21,35:41.2,Normal
26,35:41.5,Normal
27,35:40.7,Normal
20,35:41.7,Normal
29,35:42.1,Normal
13,35:42.2,Normal
25,35:42.6,Normal
18,35:42.8,Normal
10,35:43.2,Normal
23,35:41.4,Normal
17,35:41.5,Normal
14,35:41.9,Normal
22,35:42.3,Normal
16,35:42.4,Normal
27,35:42.6,Normal
23,35:43.1,Normal
15,35:43.3,Normal
32,35:43.3,Normal
19,35:43.7,Normal
28,35:43.8,Normal
12,35:44.1,Normal
11,35:44.3,Normal
14,35:44.5,Normal
27,35:44.9,Normal
14,35:45.3,Normal
24,35:45.8,Normal
12,35:45.9,Normal
14,35:46.2,Normal
26,35:46.6,Normal
32,35:46.7,Normal
16,35:44.1,Normal
25,35:44.2,Normal
28,35:44.6,Normal
24,35:44.9,Normal
20,35:45.1,Normal
28,35:45.7,Normal
15,35:45.8,Normal
18,35:46.2,Normal
19,35:46.3,Normal
24,35:46.6,Normal
28,35:47.1,Normal
18,35:47.1,Normal
31,35:47.2,Normal
30,35:47.3,Normal
20,35:47.6,Normal
25,35:47.6,Normal
16,35:47.8,Normal
28,35:47.8,Normal
30,35:48.3,Normal
16,35:48.6,Normal
14,35:48.9,Normal
26,35:48.5,Normal
25,35:48.5,Normal
21,35:49.0,Normal
25,35:49.4,Normal
14,35:49.8,Normal
11,35:48.8,Normal
20,35:49.2,Normal
24,35:50.1,Normal
25,35:50.3,Normal
30,35:50.8,Normal
31,35:50.9,Normal
27,35:49.5,Normal
31,35:49.9,Normal
22,35:50.3,Normal
32,35:50.3,Normal
24,35:50.9,Normal
25,35:51.1,Normal
21,35:51.5,Normal
18,35:51.4,Normal
31,35:51.7,Normal
20,35:51.9,Normal
24,35:51.8,Normal
18,35:52.3,Normal
11,35:52.5,Normal
25,35:52.1,Normal
20,35:52.8,Normal
21,35:52.5,Normal
24,35:52.7,Normal
26,35:52.9,Normal
18,35:53.3,Normal
23,35:53.7,Normal
19,35:54.1,Normal
11,35:54.2,Normal
31,35:54.5,Normal
32,35:54.7,Normal
28,35:53.2,Normal
21,35:53.3,Normal
22,35:53.8,Normal
32,35:53.9,Normal
27,35:54.5,Normal
23,35:54.6,Normal
28,36:06.6,Normal
18,36:07.1,Normal
31,36:07.2,Normal
21,36:07.6,Normal
23,36:08.0,Normal
25,36:06.6,Normal
28,36:08.3,Normal
14,36:06.9,Normal
11,36:08.5,Normal
22,36:07.1,Normal
17,36:08.9,Normal
24,36:09.0,Normal
32,36:09.5,Normal
17,36:09.7,Normal
31,36:09.9,Normal
11,36:07.5,Normal
29,36:07.7,Normal
27,36:08.0,Normal
30,36:08.6,Normal
22,36:08.8,Normal
19,36:09.0,Normal
25,36:09.1,Normal
11,36:09.5,Normal
16,36:09.9,Normal
15,36:10.4,Normal
32,36:10.3,Normal
11,36:10.5,Normal
23,36:10.7,Normal
28,36:11.0,Normal
16,36:10.8,Normal
21,36:11.3,Normal
11,36:11.4,Normal
22,36:11.3,Normal
19,36:11.6,Normal
30,36:12.0,Normal
29,36:12.1,Normal
18,36:12.2,Normal
31,36:12.6,Normal
24,36:12.2,Normal
25,36:12.9,Normal
15,36:13.1,Normal
11,36:12.3,Normal
16,36:13.4,Normal
29,36:12.9,Normal
24,36:13.8,Normal
14,36:13.0,Normal
22,36:13.2,Normal
19,36:13.6,Normal
14,36:13.9,Normal
10,36:14.1,Normal
19,36:14.3,Normal
31,36:14.3,Normal
32,36:14.6,Normal
29,36:14.4,Normal
11,36:15.0,Normal
19,36:15.2,Normal
20,36:15.1,Normal
30,36:15.5,Normal
21,36:15.9,Normal
31,36:16.1,Normal
18,36:16.5,Normal
25,36:16.6,Normal
24,36:15.4,Normal
31,36:16.9,Normal
22,36:15.6,Normal
13,36:17.5,Normal
10,36:15.9,Normal
27,36:17.7,Normal
32,36:16.3,Normal
14,36:16.6,Normal
20,36:16.8,Normal
24,36:17.1,Normal
17,36:17.5,Normal
28,36:17.7,Normal
21,36:21.8,Normal
17,36:21.9,Normal
22,36:21.8,Normal
16,36:22.1,Normal
25,36:21.9,Normal
13,36:22.4,Normal
31,36:22.3,Normal
21,36:22.8,Normal
25,36:22.8,Normal
13,36:23.3,Normal
10,36:23.1,Normal
22,36:23.6,Normal
26,36:23.4,Normal
16,36:24.0,Normal
13,36:24.1,Normal
21,36:23.8,Normal
20,36:24.0,Normal
17,36:24.5,Normal
19,36:24.9,Normal
14,36:25.1,Normal
31,36:24.2,Normal
25,36:24.6,Normal
20,36:24.9,Normal
12,35:55.0,Normal
18,35:55.1,Normal
21,35:55.1,Normal
20,35:55.2,Normal
24,35:55.6,Normal
20,35:56.1,Normal
27,35:56.2,Normal
13,35:55.6,Normal
10,35:56.6,Normal
10,35:55.7,Normal
18,35:55.9,Normal
18,35:56.8,Normal
31,35:57.3,Normal
32,35:57.5,Normal
21,35:57.7,Normal
22,35:58.2,Normal
11,35:58.4,Normal
24,35:56.5,Normal
12,35:56.7,Normal
22,35:57.3,Normal
17,35:57.4,Normal
30,35:57.7,Normal
16,35:57.8,Normal
25,35:58.4,Normal
